"country_iso3","year","registrations"
"BLR",1979,NA
"BLZ",1979,NA
"BMU",1979,0
"BOL",1979,64
"BRA",1979,489
"BRB",1979,0
"BRN",1979,NA
"BTN",1979,4
"BWA",1979,2
"CAF",1979,12
"CAN",1979,138
"CHE",1979,417
"CHL",1979,109
"CHN",1979,325
"CIV",1979,62
"CMR",1979,65
"COD",1979,23
"COG",1979,0
"COL",1979,193
"COM",1979,0
"CONGO",1979,0
"CPV",1979,0
"CRI",1979,41
"CSHH",1979,54
"CSXX",1979,NA
"CUB",1979,2
"CYP",1979,59
"CZE",1979,NA
"DDDE",1979,0
"DEU",1979,3063
"DJI",1979,0
"DMA",1979,0
"DNK",1979,61
"DOM",1979,14
"DZA",1979,179
"ECU",1979,51
"EGY",1979,179
"ERI",1979,NA
"ESP",1979,286
"EST",1979,NA
"ETH",1979,36
"FIN",1979,59
"FJI",1979,1
"FRA",1979,438
"GAB",1979,2
"GBR",1979,295
"GEO",1979,NA
"GHA",1979,37
"GIN",1979,4
"GMB",1979,1
"GNB",1979,0
"GNQ",1979,0
"GRC",1979,810
"GRD",1979,0
"GTM",1979,27
"GUAYA",1979,0
"GUM",1979,0
"COMIS",1979,NA
"HKG",1979,18
"HND",1979,16
"HRV",1979,NA
"HTI",1979,4
"HUN",1979,107
"IDN",1979,147
"IND",1979,224
"IRL",1979,45
"IRN",1979,546
"IRQ",1979,119
"ISL",1979,16
"ISPAL",1979,87
"ISR",1979,0
"ITA",1979,883
"JAM",1979,0
"JOR",1979,191
"JPN",1979,1322
"KAZ",1979,NA
"KEN",1979,33
"KGZ",1979,NA
"KHM",1979,1
"KNA",1979,NA
"KOR",1979,277
"KWT",1979,3
"LAO",1979,2
"LBN",1979,92
"LBR",1979,27
"LBY",1979,423
"LCA",1979,0
"LIE",1979,0
"LKA",1979,36
"LSO",1979,3
"LTU",1979,NA
"LUX",1979,0
"LVA",1979,NA
"MAC",1979,0
"MAR",1979,48
"MCO",1979,0
"MDA",1979,NA
"MDG",1979,10
"MDV",1979,0
"MEX",1979,161
"MKD",1979,NA
"MLI",1979,11
"MLT",1979,4
"MMR",1979,25
"MNE",1979,NA
"MNG",1979,0
"MOZ",1979,0
"MRT",1979,4
"MSR",1979,0
"MTQ",1979,0
"MUS",1979,4
"MWI",1979,0
"MYS",1979,32
"NAM",1979,17
"NER",1979,1
"NGA",1979,79
"NIC",1979,20
"NLD",1979,52
"NONAT",1979,113
"NOR",1979,144
"NPL",1979,10
"NZL",1979,24
"OMN",1979,7
"PAK",1979,50
"PAN",1979,2
"PER",1979,88
"PHL",1979,57
"PNG",1979,0
"POL",1979,520
"PRI",1979,0
"PRK",1979,0
"PRT",1979,92
"PRY",1979,6
"PSE",1979,NA
"QAT",1979,11
"ROU",1979,154
"RUABU",1979,NA
"RUS",1979,NA
"RWA",1979,8
"SAU",1979,13
"SDN",1979,71
"SEN",1979,30
"SGP",1979,25
"SLB",1979,0
"SLE",1979,15
"SLV",1979,10
"SMR",1979,0
"SOM",1979,80
"SRB",1979,NA
"SSD",1979,NA
"SUHH",1979,276
"SVK",1979,NA
"SVN",1979,NA
"SWE",1979,62
"SWZ",1979,0
"SYC",1979,0
"SYR",1979,279
"TCA",1979,0
"TCD",1979,9
"TGO",1979,28
"THA",1979,144
"TJK",1979,NA
"TKM",1979,NA
"TON",1979,0
"TTO",1979,5
"TUN",1979,32
"TUR",1979,2239
"TWN",1979,34
"TZA",1979,24
"UGA",1979,37
"UKR",1979,NA
"URY",1979,12
"USA",1979,1613
"UZB",1979,NA
"VAT",1979,0
"VCT",1979,0
"VEN",1979,67
"VGB",1979,0
"VNM",1979,90
"WSM",1979,1
"YDYE",1979,0
"YEM",1979,11
"YUCS",1979,240
"ZAF",1979,70
"ZMB",1979,8
"ZWE",1979,49
"AFG",1980,28
"AGO",1980,1
"ALB",1980,1
"AND",1980,2
"ANHH",1980,0
"ARE",1980,2
"ARG",1980,210
"ARM",1980,NA
"ATG",1980,NA
"AUS",1980,136
"AUT",1980,0
"AZE",1980,NA
"BDI",1980,1
"BEL",1980,83
"BEN",1980,8
"BFA",1980,11
"BGD",1980,44
"BGR",1980,31
"BHR",1980,0
"BHS",1980,1
"BIH",1980,NA
"BLR",1980,NA
"BLZ",1980,NA
"BMU",1980,0
"BOL",1980,81
"BRA",1980,479
"BRB",1980,2
"BRN",1980,NA
"BTN",1980,1
"BWA",1980,5
"CAF",1980,2
"CAN",1980,138
"CHE",1980,354
"CHL",1980,101
"CHN",1980,363
"CIV",1980,76
"CMR",1980,54
"COD",1980,40
"COG",1980,3
"COL",1980,133
"COM",1980,0
"CONGO",1980,0
"CPV",1980,3
"CRI",1980,24
"CSHH",1980,82
"CSXX",1980,NA
"CUB",1980,1
"CYP",1980,65
"CZE",1980,NA
"DDDE",1980,0
"DEU",1980,2760
"DJI",1980,0
"DMA",1980,0
"DNK",1980,44
"DOM",1980,18
"DZA",1980,128
"ECU",1980,41
"EGY",1980,212
"ERI",1980,NA
"ESP",1980,372
"EST",1980,NA
"ETH",1980,35
"FIN",1980,71
"FJI",1980,0
"FRA",1980,440
"GAB",1980,11
"GBR",1980,327
"GEO",1980,NA
"GHA",1980,48
"GIN",1980,9
"GMB",1980,2
"GNB",1980,1
"GNQ",1980,0
"GRC",1980,910
"GRD",1980,0
"GTM",1980,34
"GUAYA",1980,0
"GUM",1980,0
"COMIS",1980,NA
"HKG",1980,32
"HND",1980,8
"HRV",1980,NA
"HTI",1980,9
"HUN",1980,79
"IDN",1980,158
"IND",1980,276
"IRL",1980,42
"IRN",1980,820
"IRQ",1980,99
"ISL",1980,17
"ISPAL",1980,107
"ISR",1980,0
"ITA",1980,939
"JAM",1980,9
"JOR",1980,237
"JPN",1980,1259
"KAZ",1980,NA
"KEN",1980,35
"KGZ",1980,NA
"KHM",1980,2
"KNA",1980,NA
"KOR",1980,276
"KWT",1980,10
"LAO",1980,2
"LBN",1980,77
"LBR",1980,9
"LBY",1980,118
"LCA",1980,0
"LIE",1980,0
"LKA",1980,26
"LSO",1980,5
"LTU",1980,NA
"LUX",1980,0
"LVA",1980,NA
"MAC",1980,0
"MAR",1980,56
"MCO",1980,0
"MDA",1980,NA
"MDG",1980,18
"MDV",1980,3
"MEX",1980,195
"MKD",1980,NA
"MLI",1980,10
"MLT",1980,4
"MMR",1980,15
"MNE",1980,NA
"MNG",1980,0
"MOZ",1980,0
"MRT",1980,3
"MSR",1980,0
"MTQ",1980,0
"MUS",1980,15
"MWI",1980,1
"MYS",1980,44
"NAM",1980,3
"NER",1980,1
"NGA",1980,78
"NIC",1980,19
"NLD",1980,51
"NONAT",1980,295
"NOR",1980,155
"NPL",1980,12
"NZL",1980,22
"OMN",1980,8
"PAK",1980,57
"PAN",1980,8
"PER",1980,91
"PHL",1980,59
"PNG",1980,0
"POL",1980,672
"PRI",1980,0
"PRK",1980,10
"PRT",1980,152
"PRY",1980,22
"PSE",1980,NA
"QAT",1980,7
"ROU",1980,167
"RUABU",1980,NA
"RUS",1980,NA
"RWA",1980,9
"SAU",1980,36
"SDN",1980,83
"SEN",1980,16
"SGP",1980,21
"SLB",1980,0
"SLE",1980,12
"SLV",1980,21
"SMR",1980,0
"SOM",1980,66
"SRB",1980,NA
"SSD",1980,NA
"SUHH",1980,387
"SVK",1980,NA
"SVN",1980,NA
"SWE",1980,109
"SWZ",1980,0
"SYC",1980,2
"SYR",1980,178
"TCA",1980,0
"TCD",1980,3
"TGO",1980,17
"THA",1980,155
"TJK",1980,NA
"TKM",1980,NA
"TON",1980,1
"TTO",1980,2
"TUN",1980,30
"TUR",1980,2280
"TWN",1980,39
"TZA",1980,49
"UGA",1980,22
"UKR",1980,NA
"URY",1980,17
"USA",1980,1362
"UZB",1980,NA
"VAT",1980,0
"VCT",1980,0
"VEN",1980,54
"VGB",1980,0
"VNM",1980,95
"WSM",1980,0
"YDYE",1980,4
"YEM",1980,17
"YUCS",1980,249
"ZAF",1980,51
"ZMB",1980,20
"ZWE",1980,5
"AFG",1981,46
"AGO",1981,0
"ALB",1981,1
"AND",1981,0
"ANHH",1981,0
"ARE",1981,21
"ARG",1981,183
"ARM",1981,NA
"ATG",1981,0
"AUS",1981,140
"AUT",1981,3
"AZE",1981,NA
"BDI",1981,2
"BEL",1981,91
"BEN",1981,11
"BFA",1981,2
"BGD",1981,54
"BGR",1981,66
"BHR",1981,0
"BHS",1981,0
"BIH",1981,NA
"BLR",1981,NA
"BLZ",1981,0
"BMU",1981,0
"BOL",1981,66
"BRA",1981,538
"BRB",1981,0
"BRN",1981,NA
"BTN",1981,2
"BWA",1981,1
"CAF",1981,2
"CAN",1981,189
"CHE",1981,549
"CHL",1981,87
"CHN",1981,461
"CIV",1981,56
"CMR",1981,35
"COD",1981,75
"COG",1981,0
"COL",1981,180
"COM",1981,0
"CONGO",1981,0
"CPV",1981,10
"CRI",1981,17
"CSHH",1981,224
"CSXX",1981,NA
"CUB",1981,1
"CYP",1981,86
"CZE",1981,NA
"DDDE",1981,0
"DEU",1981,2805
"DJI",1981,4
"DMA",1981,0
"DNK",1981,24
"DOM",1981,12
"DZA",1981,247
"ECU",1981,57
"EGY",1981,313
"ERI",1981,NA
"ESP",1981,376
"EST",1981,NA
"ETH",1981,62
"FIN",1981,66
"FJI",1981,0
"FRA",1981,540
"GAB",1981,0
"GBR",1981,373
"GEO",1981,NA
"GHA",1981,50
"GIN",1981,5
"GMB",1981,0
"GNB",1981,1
"GNQ",1981,0
"GRC",1981,1106
"GRD",1981,0
"GTM",1981,26
"GUAYA",1981,0
"GUM",1981,0
"COMIS",1981,NA
"HKG",1981,36
"HND",1981,6
"HRV",1981,NA
"HTI",1981,11
"HUN",1981,96
"IDN",1981,295
"IND",1981,294
"IRL",1981,57
"IRN",1981,415
"IRQ",1981,147
"ISL",1981,15
"ISPAL",1981,86
"ISR",1981,0
"ITA",1981,1149
"JAM",1981,17
"JOR",1981,294
"JPN",1981,1250
"KAZ",1981,NA
"KEN",1981,39
"KGZ",1981,NA
"KHM",1981,2
"KNA",1981,NA
"KOR",1981,369
"KWT",1981,19
"LAO",1981,1
"LBN",1981,108
"LBR",1981,9
"LBY",1981,768
"LCA",1981,0
"LIE",1981,0
"LKA",1981,56
"LSO",1981,4
"LTU",1981,NA
"LUX",1981,1
"LVA",1981,NA
"MAC",1981,0
"MAR",1981,269
"MCO",1981,2
"MDA",1981,NA
"MDG",1981,10
"MDV",1981,0
"MEX",1981,255
"MKD",1981,NA
"MLI",1981,13
"MLT",1981,7
"MMR",1981,13
"MNE",1981,NA
"MNG",1981,0
"MOZ",1981,1
"MRT",1981,2
"MSR",1981,0
"MTQ",1981,0
"MUS",1981,14
"MWI",1981,0
"MYS",1981,44
"NAM",1981,2
"NER",1981,2
"NGA",1981,220
"NIC",1981,27
"NLD",1981,55
"NONAT",1981,310
"NOR",1981,163
"NPL",1981,13
"NZL",1981,29
"OMN",1981,9
"PAK",1981,80
"PAN",1981,14
"PER",1981,124
"PHL",1981,63
"PNG",1981,1
"POL",1981,452
"PRI",1981,0
"PRK",1981,8
"PRT",1981,101
"PRY",1981,30
"PSE",1981,NA
"QAT",1981,2
"ROU",1981,189
"RUABU",1981,NA
"RUS",1981,NA
"RWA",1981,10
"SAU",1981,56
"SDN",1981,89
"SEN",1981,18
"SGP",1981,32
"SLB",1981,0
"SLE",1981,14
"SLV",1981,16
"SMR",1981,1
"SOM",1981,33
"SRB",1981,NA
"SSD",1981,NA
"SUHH",1981,46
"SVK",1981,NA
"SVN",1981,NA
"SWE",1981,130
"SWZ",1981,0
"SYC",1981,0
"SYR",1981,445
"TCA",1981,0
"TCD",1981,3
"TGO",1981,28
"THA",1981,116
"TJK",1981,NA
"TKM",1981,NA
"TON",1981,0
"TTO",1981,7
"TUN",1981,66
"TUR",1981,1570
"TWN",1981,65
"TZA",1981,42
"UGA",1981,45
"UKR",1981,NA
"URY",1981,23
"USA",1981,1588
"UZB",1981,NA
"VAT",1981,0
"VCT",1981,0
"VEN",1981,77
"VGB",1981,0
"VNM",1981,262
"WSM",1981,0
"YDYE",1981,0
"YEM",1981,17
"YUCS",1981,243
"ZAF",1981,43
"ZMB",1981,28
"ZWE",1981,10
"AFG",1982,75
"AGO",1982,1
"ALB",1982,2
"AND",1982,1
"ANHH",1982,0
"ARE",1982,16
"ARG",1982,128
"ARM",1982,NA
"ATG",1982,0
"AUS",1982,156
"AUT",1982,6
"AZE",1982,NA
"BDI",1982,4
"BEL",1982,104
"BEN",1982,15
"BFA",1982,4
"BGD",1982,23
"BGR",1982,56
"BHR",1982,2
"BHS",1982,11
"BIH",1982,NA
"BLR",1982,NA
"BLZ",1982,0
"BMU",1982,0
"BOL",1982,41
"BRA",1982,600
"BRB",1982,0
"BRN",1982,NA
"BTN",1982,10
"BWA",1982,0
"CAF",1982,3
"CAN",1982,176
"CHE",1982,540
"CHL",1982,88
"CHN",1982,366
"CIV",1982,30
"CMR",1982,36
"COD",1982,25
"COG",1982,0
"COL",1982,82
"COM",1982,0
"CONGO",1982,0
"CPV",1982,4
"CRI",1982,21
"CSHH",1982,442
"CSXX",1982,NA
"CUB",1982,0
"CYP",1982,88
"CZE",1982,NA
"DDDE",1982,0
"DEU",1982,3132
"DJI",1982,0
"DMA",1982,0
"DNK",1982,52
"DOM",1982,14
"DZA",1982,73
"ECU",1982,43
"EGY",1982,122
"ERI",1982,NA
"ESP",1982,402
"EST",1982,NA
"ETH",1982,48
"FIN",1982,80
"FJI",1982,0
"FRA",1982,603
"GAB",1982,0
"GBR",1982,367
"GEO",1982,NA
"GHA",1982,24
"GIN",1982,0
"GMB",1982,0
"GNB",1982,2
"GNQ",1982,0
"GRC",1982,1049
"GRD",1982,0
"GTM",1982,23
"GUAYA",1982,1
"GUM",1982,0
"COMIS",1982,NA
"HKG",1982,40
"HND",1982,14
"HRV",1982,NA
"HTI",1982,7
"HUN",1982,171
"IDN",1982,230
"IND",1982,142
"IRL",1982,68
"IRN",1982,123
"IRQ",1982,102
"ISL",1982,46
"ISPAL",1982,99
"ISR",1982,0
"ITA",1982,1285
"JAM",1982,8
"JOR",1982,175
"JPN",1982,1215
"KAZ",1982,NA
"KEN",1982,24
"KGZ",1982,NA
"KHM",1982,2
"KNA",1982,NA
"KOR",1982,362
"KWT",1982,24
"LAO",1982,0
"LBN",1982,71
"LBR",1982,9
"LBY",1982,334
"LCA",1982,0
"LIE",1982,1
"LKA",1982,26
"LSO",1982,2
"LTU",1982,NA
"LUX",1982,4
"LVA",1982,NA
"MAC",1982,0
"MAR",1982,29
"MCO",1982,5
"MDA",1982,NA
"MDG",1982,13
"MDV",1982,0
"MEX",1982,202
"MKD",1982,NA
"MLI",1982,8
"MLT",1982,10
"MMR",1982,17
"MNE",1982,NA
"MNG",1982,0
"MOZ",1982,1
"MRT",1982,0
"MSR",1982,2
"MTQ",1982,0
"MUS",1982,7
"MWI",1982,0
"MYS",1982,40
"NAM",1982,1
"NER",1982,4
"NGA",1982,67
"NIC",1982,23
"NLD",1982,64
"NONAT",1982,194
"NOR",1982,250
"NPL",1982,10
"NZL",1982,28
"OMN",1982,3
"PAK",1982,52
"PAN",1982,8
"PER",1982,67
"PHL",1982,51
"PNG",1982,10
"POL",1982,757
"PRI",1982,3
"PRK",1982,0
"PRT",1982,99
"PRY",1982,22
"PSE",1982,NA
"QAT",1982,3
"ROU",1982,226
"RUABU",1982,NA
"RUS",1982,NA
"RWA",1982,7
"SAU",1982,61
"SDN",1982,43
"SEN",1982,9
"SGP",1982,35
"SLB",1982,0
"SLE",1982,20
"SLV",1982,8
"SMR",1982,0
"SOM",1982,31
"SRB",1982,NA
"SSD",1982,NA
"SUHH",1982,37
"SVK",1982,NA
"SVN",1982,NA
"SWE",1982,130
"SWZ",1982,3
"SYC",1982,0
"SYR",1982,237
"TCA",1982,0
"TCD",1982,3
"TGO",1982,30
"THA",1982,162
"TJK",1982,NA
"TKM",1982,NA
"TON",1982,1
"TTO",1982,12
"TUN",1982,35
"TUR",1982,553
"TWN",1982,67
"TZA",1982,39
"UGA",1982,42
"UKR",1982,NA
"URY",1982,23
"USA",1982,1773
"UZB",1982,NA
"VAT",1982,0
"VCT",1982,0
"VEN",1982,50
"VGB",1982,0
"VNM",1982,153
"WSM",1982,0
"YDYE",1982,0
"YEM",1982,17
"YUCS",1982,245
"ZAF",1982,30
"ZMB",1982,4
"ZWE",1982,3
"AFG",1983,53
"AGO",1983,4
"ALB",1983,2
"AND",1983,0
"ANHH",1983,0
"ARE",1983,37
"ARG",1983,102
"ARM",1983,NA
"ATG",1983,0
"AUS",1983,189
"AUT",1983,4
"AZE",1983,NA
"BDI",1983,8
"BEL",1983,70
"BEN",1983,14
"BFA",1983,9
"BGD",1983,19
"BGR",1983,38
"BHR",1983,0
"BHS",1983,15
"BIH",1983,NA
"BLR",1983,NA
"BLZ",1983,0
"BMU",1983,0
"BOL",1983,27
"BRA",1983,550
"BRB",1983,0
"BRN",1983,NA
"BTN",1983,2
"BWA",1983,0
"CAF",1983,1
"CAN",1983,163
"CHE",1983,557
"CHL",1983,108
"CHN",1983,326
"CIV",1983,46
"CMR",1983,73
"COD",1983,44
"COG",1983,0
"COL",1983,145
"COM",1983,0
"CONGO",1983,0
"CPV",1983,3
"CRI",1983,28
"CSHH",1983,376
"CSXX",1983,NA
"CUB",1983,1
"CYP",1983,108
"CZE",1983,NA
"DDDE",1983,2
"DEU",1983,403
"DJI",1983,0
"DMA",1983,0
"DNK",1983,99
"DOM",1983,13
"DZA",1983,115
"ECU",1983,39
"EGY",1983,349
"ERI",1983,NA
"ESP",1983,424
"EST",1983,NA
"ETH",1983,54
"FIN",1983,90
"FJI",1983,1
"FRA",1983,446
"GAB",1983,0
"GBR",1983,286
"GEO",1983,NA
"GHA",1983,54
"GIN",1983,5
"GMB",1983,1
"GNB",1983,0
"GNQ",1983,0
"GRC",1983,593
"GRD",1983,0
"GTM",1983,29
"GUAYA",1983,1
"GUM",1983,0
"COMIS",1983,NA
"HKG",1983,21
"HND",1983,8
"HRV",1983,NA
"HTI",1983,27
"HUN",1983,154
"IDN",1983,366
"IND",1983,235
"IRL",1983,53
"IRN",1983,224
"IRQ",1983,100
"ISL",1983,42
"ISPAL",1983,65
"ISR",1983,0
"ITA",1983,1107
"JAM",1983,5
"JOR",1983,273
"JPN",1983,1159
"KAZ",1983,NA
"KEN",1983,46
"KGZ",1983,NA
"KHM",1983,0
"KNA",1983,0
"KOR",1983,351
"KWT",1983,7
"LAO",1983,0
"LBN",1983,109
"LBR",1983,4
"LBY",1983,191
"LCA",1983,0
"LIE",1983,1
"LKA",1983,28
"LSO",1983,1
"LTU",1983,NA
"LUX",1983,0
"LVA",1983,NA
"MAC",1983,0
"MAR",1983,111
"MCO",1983,2
"MDA",1983,NA
"MDG",1983,19
"MDV",1983,0
"MEX",1983,173
"MKD",1983,NA
"MLI",1983,30
"MLT",1983,14
"MMR",1983,20
"MNE",1983,NA
"MNG",1983,0
"MOZ",1983,0
"MRT",1983,12
"MSR",1983,1
"MTQ",1983,0
"MUS",1983,5
"MWI",1983,2
"MYS",1983,30
"NAM",1983,2
"NER",1983,1
"NGA",1983,244
"NIC",1983,19
"NLD",1983,58
"NONAT",1983,243
"NOR",1983,260
"NPL",1983,8
"NZL",1983,30
"OMN",1983,0
"PAK",1983,66
"PAN",1983,16
"PER",1983,66
"PHL",1983,66
"PNG",1983,12
"POL",1983,468
"PRI",1983,1
"PRK",1983,11
"PRT",1983,89
"PRY",1983,6
"PSE",1983,NA
"QAT",1983,4
"ROU",1983,309
"RUABU",1983,NA
"RUS",1983,NA
"RWA",1983,15
"SAU",1983,33
"SDN",1983,72
"SEN",1983,14
"SGP",1983,36
"SLB",1983,0
"SLE",1983,16
"SLV",1983,7
"SMR",1983,1
"SOM",1983,21
"SRB",1983,NA
"SSD",1983,NA
"SUHH",1983,114
"SVK",1983,NA
"SVN",1983,NA
"SWE",1983,153
"SWZ",1983,3
"SYC",1983,0
"SYR",1983,123
"TCA",1983,0
"TCD",1983,4
"TGO",1983,14
"THA",1983,126
"TJK",1983,NA
"TKM",1983,NA
"TON",1983,3
"TTO",1983,2
"TUN",1983,59
"TUR",1983,342
"TWN",1983,66
"TZA",1983,34
"UGA",1983,50
"UKR",1983,NA
"URY",1983,17
"USA",1983,1750
"UZB",1983,NA
"VAT",1983,0
"VCT",1983,0
"VEN",1983,45
"VGB",1983,0
"VNM",1983,45
"WSM",1983,0
"YDYE",1983,3
"YEM",1983,12
"YUCS",1983,179
"ZAF",1983,34
"ZMB",1983,4
"ZWE",1983,19
"AFG",1984,49
"AGO",1984,7
"ALB",1984,3
"AND",1984,0
"ANHH",1984,0
"ARE",1984,31
"ARG",1984,157
"ARM",1984,NA
"ATG",1984,0
"AUS",1984,224
"AUT",1984,5
"AZE",1984,NA
"BDI",1984,5
"BEL",1984,68
"BEN",1984,10
"BFA",1984,13
"BGD",1984,29
"BGR",1984,43
"BHR",1984,1
"BHS",1984,5
"BIH",1984,NA
"BLR",1984,NA
"BLZ",1984,0
"BMU",1984,0
"BOL",1984,17
"BRA",1984,478
"BRB",1984,0
"BRN",1984,0
"BTN",1984,0
"BWA",1984,1
"CAF",1984,2
"CAN",1984,234
"CHE",1984,757
"CHL",1984,87
"CHN",1984,266
"CIV",1984,48
"CMR",1984,96
"COD",1984,41
"COG",1984,0
"COL",1984,101
"COM",1984,0
"CONGO",1984,0
"CPV",1984,4
"CRI",1984,25
"CSHH",1984,306
"CSXX",1984,NA
"CUB",1984,3
"CYP",1984,68
"CZE",1984,NA
"DDDE",1984,1
"DEU",1984,521
"DJI",1984,0
"DMA",1984,0
"DNK",1984,76
"DOM",1984,21
"DZA",1984,45
"ECU",1984,37
"EGY",1984,339
"ERI",1984,NA
"ESP",1984,405
"EST",1984,NA
"ETH",1984,38
"FIN",1984,109
"FJI",1984,5
"FRA",1984,526
"GAB",1984,1
"GBR",1984,304
"GEO",1984,NA
"GHA",1984,32
"GIN",1984,4
"GMB",1984,1
"GNB",1984,0
"GNQ",1984,10
"GRC",1984,542
"GRD",1984,0
"GTM",1984,22
"GUAYA",1984,1
"GUM",1984,0
"COMIS",1984,NA
"HKG",1984,39
"HND",1984,11
"HRV",1984,NA
"HTI",1984,9
"HUN",1984,110
"IDN",1984,266
"IND",1984,196
"IRL",1984,74
"IRN",1984,498
"IRQ",1984,77
"ISL",1984,50
"ISPAL",1984,73
"ISR",1984,0
"ITA",1984,1207
"JAM",1984,8
"JOR",1984,205
"JPN",1984,1187
"KAZ",1984,NA
"KEN",1984,41
"KGZ",1984,NA
"KHM",1984,4
"KNA",1984,0
"KOR",1984,331
"KWT",1984,17
"LAO",1984,0
"LBN",1984,1100
"LBR",1984,5
"LBY",1984,89
"LCA",1984,0
"LIE",1984,0
"LKA",1984,20
"LSO",1984,2
"LTU",1984,NA
"LUX",1984,1
"LVA",1984,NA
"MAC",1984,1
"MAR",1984,59
"MCO",1984,0
"MDA",1984,NA
"MDG",1984,15
"MDV",1984,0
"MEX",1984,199
"MKD",1984,NA
"MLI",1984,28
"MLT",1984,7
"MMR",1984,18
"MNE",1984,NA
"MNG",1984,0
"MOZ",1984,1
"MRT",1984,2
"MSR",1984,0
"MTQ",1984,0
"MUS",1984,9
"MWI",1984,2
"MYS",1984,37
"NAM",1984,0
"NER",1984,0
"NGA",1984,144
"NIC",1984,17
"NLD",1984,43
"NONAT",1984,0
"NOR",1984,172
"NPL",1984,7
"NZL",1984,19
"OMN",1984,0
"PAK",1984,37
"PAN",1984,17
"PER",1984,61
"PHL",1984,51
"PNG",1984,7
"POL",1984,421
"PRI",1984,1
"PRK",1984,2
"PRT",1984,83
"PRY",1984,28
"PSE",1984,NA
"QAT",1984,7
"ROU",1984,269
"RUABU",1984,NA
"RUS",1984,NA
"RWA",1984,26
"SAU",1984,50
"SDN",1984,49
"SEN",1984,13
"SGP",1984,19
"SLB",1984,0
"SLE",1984,13
"SLV",1984,5
"SMR",1984,1
"SOM",1984,14
"SRB",1984,NA
"SSD",1984,NA
"SUHH",1984,49
"SVK",1984,NA
"SVN",1984,NA
"SWE",1984,215
"SWZ",1984,0
"SYC",1984,1
"SYR",1984,72
"TCA",1984,0
"TCD",1984,6
"TGO",1984,34
"THA",1984,119
"TJK",1984,NA
"TKM",1984,NA
"TON",1984,2
"TTO",1984,6
"TUN",1984,37
"TUR",1984,373
"TWN",1984,107
"TZA",1984,63
"UGA",1984,37
"UKR",1984,NA
"URY",1984,16
"USA",1984,2064
"UZB",1984,NA
"VAT",1984,0
"VCT",1984,0
"VEN",1984,47
"VGB",1984,0
"VNM",1984,101
"WSM",1984,0
"YDYE",1984,9
"YEM",1984,30
"YUCS",1984,200
"ZAF",1984,40
"ZMB",1984,3
"ZWE",1984,2
"AFG",1985,106
"AGO",1985,3
"ALB",1985,0
"AND",1985,0
"ANHH",1985,0
"ARE",1985,23
"ARG",1985,144
"ARM",1985,NA
"ATG",1985,0
"AUS",1985,269
"AUT",1985,8
"AZE",1985,NA
"BDI",1985,2
"BEL",1985,89
"BEN",1985,2
"BFA",1985,15
"BGD",1985,20
"BGR",1985,22
"BHR",1985,2
"BHS",1985,4
"BIH",1985,NA
"BLR",1985,NA
"BLZ",1985,0
"BMU",1985,0
"BOL",1985,33
"BRA",1985,482
"BRB",1985,0
"BRN",1985,0
"BTN",1985,0
"BWA",1985,1
"CAF",1985,1
"CAN",1985,240
"CHE",1985,677
"CHL",1985,83
"CHN",1985,391
"CIV",1985,0
"CMR",1985,33
"COD",1985,27
"COG",1985,3
"COL",1985,132
"COM",1985,0
"CONGO",1985,0
"CPV",1985,0
"CRI",1985,0
"CSHH",1985,0
"CSXX",1985,NA
"CUB",1985,2
"CYP",1985,0
"CZE",1985,NA
"DDDE",1985,0
"DEU",1985,614
"DJI",1985,0
"DMA",1985,0
"DNK",1985,0
"DOM",1985,0
"DZA",1985,37
"ECU",1985,0
"EGY",1985,284
"ERI",1985,NA
"ESP",1985,474
"EST",1985,NA
"ETH",1985,133
"FIN",1985,70
"FJI",1985,0
"FRA",1985,513
"GAB",1985,4
"GBR",1985,327
"GEO",1985,NA
"GHA",1985,37
"GIN",1985,6
"GMB",1985,3
"GNB",1985,0
"GNQ",1985,1
"GRC",1985,420
"GRD",1985,0
"GTM",1985,32
"GUAYA",1985,6
"GUM",1985,0
"COMIS",1985,NA
"HKG",1985,53
"HND",1985,16
"HRV",1985,NA
"HTI",1985,8
"HUN",1985,120
"IDN",1985,197
"IND",1985,194
"IRL",1985,68
"IRN",1985,541
"IRQ",1985,73
"ISL",1985,32
"ISPAL",1985,109
"ISR",1985,0
"ITA",1985,1138
"JAM",1985,5
"JOR",1985,235
"JPN",1985,1191
"KAZ",1985,NA
"KEN",1985,40
"KGZ",1985,NA
"KHM",1985,0
"KNA",1985,0
"KOR",1985,362
"KWT",1985,13
"LAO",1985,0
"LBN",1985,92
"LBR",1985,8
"LBY",1985,31
"LCA",1985,0
"LIE",1985,0
"LKA",1985,29
"LSO",1985,4
"LTU",1985,NA
"LUX",1985,2
"LVA",1985,NA
"MAC",1985,0
"MAR",1985,71
"MCO",1985,1
"MDA",1985,NA
"MDG",1985,11
"MDV",1985,0
"MEX",1985,205
"MKD",1985,NA
"MLI",1985,10
"MLT",1985,6
"MMR",1985,16
"MNE",1985,NA
"MNG",1985,0
"MOZ",1985,0
"MRT",1985,1
"MSR",1985,0
"MTQ",1985,0
"MUS",1985,3
"MWI",1985,6
"MYS",1985,14
"NAM",1985,0
"NER",1985,2
"NGA",1985,121
"NIC",1985,13
"NLD",1985,52
"NONAT",1985,178
"NOR",1985,172
"NPL",1985,11
"NZL",1985,21
"OMN",1985,0
"PAK",1985,62
"PAN",1985,11
"PER",1985,83
