"country_iso3","year","registrations"
"PHL",1985,73
"PNG",1985,2
"POL",1985,442
"PRI",1985,2
"PRK",1985,3
"PRT",1985,71
"PRY",1985,10
"PSE",1985,NA
"QAT",1985,15
"ROU",1985,266
"RUABU",1985,NA
"RUS",1985,NA
"RWA",1985,54
"SAU",1985,85
"SDN",1985,44
"SEN",1985,20
"SGP",1985,41
"SLB",1985,0
"SLE",1985,20
"SLV",1985,0
"SMR",1985,1
"SOM",1985,18
"SRB",1985,NA
"SSD",1985,NA
"SUHH",1985,26
"SVK",1985,NA
"SVN",1985,NA
"SWE",1985,130
"SWZ",1985,0
"SYC",1985,5
"SYR",1985,83
"TCA",1985,0
"TCD",1985,1
"TGO",1985,12
"THA",1985,123
"TJK",1985,NA
"TKM",1985,NA
"TON",1985,3
"TTO",1985,4
"TUN",1985,44
"TUR",1985,456
"TWN",1985,95
"TZA",1985,19
"UGA",1985,17
"UKR",1985,NA
"URY",1985,10
"USA",1985,2324
"UZB",1985,NA
"VAT",1985,0
"VCT",1985,0
"VEN",1985,61
"VGB",1985,0
"VNM",1985,80
"WSM",1985,0
"YDYE",1985,1
"YEM",1985,22
"YUCS",1985,209
"ZAF",1985,38
"ZMB",1985,4
"ZWE",1985,1
"AFG",1986,112.951468473066
"AGO",1986,1.339024729736
"ALB",1986,2.6068296756832
"AND",1986,0.8034148378416
"ANHH",1986,0
"ARE",1986,10.1509766621816
"ARG",1986,200.04537651371
"ARM",1986,NA
"ATG",1986,0
"AUS",1986,259.880016703011
"AUT",1986,4.2051222567624
"AZE",1986,NA
"BDI",1986,3.669512364868
"BEL",1986,85.7263490001392
"BEN",1986,11.1424395675776
"BFA",1986,8.9458544054192
"BGD",1986,15.4187816081288
"BGR",1986,33.8290261216536
"BHR",1986,2.4017074189208
"BHS",1986,5.8746346216304
"BIH",1986,NA
"BLR",1986,NA
"BLZ",1986,0
"BMU",1986,3.2678049459472
"BOL",1986,27.1680508513896
"BRA",1986,721.101749176449
"BRB",1986,0
"BRN",1986,0
"BTN",1986,0
"BWA",1986,3.8034148378416
"CAF",1986,0.4017074189208
"CAN",1986,303.201967243539
"CHE",1986,901.092980095578
"CHL",1986,123.692200621723
"CHN",1986,516.603210689927
"CIV",1986,41.4187816081288
"CMR",1986,46.9258571892544
"COD",1986,29.5612211757064
"COG",1986,0.9373173108152
"COL",1986,123.00269104069
"COM",1986,0
"CONGO",1986,0
"CPV",1986,0
"CRI",1986,31.69512364868
"CSHH",1986,285.629517932538
"CSXX",1986,NA
"CUB",1986,9.0712197837888
"CYP",1986,48.034148378416
"CZE",1986,NA
"DDDE",1986,0.669512364868
"DEU",1986,1663.31239270635
"DJI",1986,0
"DMA",1986,0
"DNK",1986,59.373173108152
"DOM",1986,12.8746346216304
"DZA",1986,57.04268547302
"ECU",1986,35.2136593513664
"EGY",1986,299.11928733819
"ERI",1986,NA
"ESP",1986,671.751264325152
"EST",1986,NA
"ETH",1986,125.316104486614
"FIN",1986,119.860251473113
"FJI",1986,0
"FRA",1986,727.956386581914
"GAB",1986,3.8034148378416
"GBR",1986,431.218809446481
"GEO",1986,NA
"GHA",1986,45.9800027838352
"GIN",1986,2.1424395675776
"GMB",1986,1.9373173108152
"GNB",1986,0
"GNQ",1986,0.1339024729736
"GRC",1986,622.110286271053
"GRD",1986,0
"GTM",1986,41.5782953649144
"GUAYA",1986,5.9373173108152
"GUM",1986,0.1339024729736
"COMIS",1986,NA
"HKG",1986,62.6580522433072
"HND",1986,25.5526840811024
"HRV",1986,NA
"HTI",1986,16.008537094604
"HUN",1986,152.720502946226
"IDN",1986,278.156358743562
"IND",1986,198.999768013734
"IRL",1986,112.182202013641
"IRN",1986,540.660279311465
"IRQ",1986,61.3361017027792
"ISL",1986,70.5241497703336
"ISPAL",1986,166.734886094743
"ISR",1986,0
"ITA",1986,1561.27471813669
"JAM",1986,3.8034148378416
"JOR",1986,272.068064770566
"JPN",1986,1804.37962232636
"KAZ",1986,NA
"KEN",1986,34.8461003108616
"KGZ",1986,NA
"KHM",1986,0
"KNA",1986,0
"KOR",1986,424.173200946504
"KWT",1986,31.4273187027328
"LAO",1986,0
"LBN",1986,83.6209808379344
"LBR",1986,4.4729272027096
"LBY",1986,15.4985384865216
"LCA",1986,0
"LIE",1986,0
"LKA",1986,26.8917088108384
"LSO",1986,3.5356098918944
"LTU",1986,NA
"LUX",1986,1.5356098918944
"LVA",1986,NA
"MAC",1986,0
"MAR",1986,140.731963067786
"MCO",1986,1.669512364868
"MDA",1986,NA
"MDG",1986,13.2136593513664
"MDV",1986,0.1339024729736
"MEX",1986,222.230501554308
"MKD",1986,NA
"MLI",1986,25.7492692432608
"MLT",1986,7.7407321486568
"MMR",1986,20.0797568783928
"MNE",1986,NA
"MNG",1986,0.2678049459472
"MOZ",1986,3.1339024729736
"MRT",1986,3.5356098918944
"MSR",1986,0
"MTQ",1986,0
"MUS",1986,3.5356098918944
"MWI",1986,12.9458544054192
"MYS",1986,39.2221964459704
"NAM",1986,5.669512364868
"NER",1986,0.5356098918944
"NGA",1986,125.119519324456
"NIC",1986,10.0797568783928
"NLD",1986,79.1309794460168
"NONAT",1986,623.030993365193
"NOR",1986,253.401475432654
"NPL",1986,14.0797568783928
"NZL",1986,29.7663434324688
"OMN",1986,0.1339024729736
"PAK",1986,94.5953695541224
"PAN",1986,16.678049459472
"PER",1986,91.6922006217232
"PHL",1986,69.076833851436
"PNG",1986,1.4017074189208
"POL",1986,534.070291838723
"PRI",1986,1.2678049459472
"PRK",1986,8.7407321486568
"PRT",1986,91.1395165406208
"PRY",1986,23.1509766621816
"PSE",1986,NA
"QAT",1986,14.4102445135248
"ROU",1986,220.780262608454
"RUABU",1986,NA
"RUS",1986,NA
"RWA",1986,30.1224423514128
"SAU",1986,228.281956108198
"SDN",1986,97.3361017027792
"SEN",1986,14.8204890270496
"SGP",1986,47.373173108152
"SLB",1986,0
"SLE",1986,24.4187816081288
"SLV",1986,16.1424395675776
"SMR",1986,0.1339024729736
"SOM",1986,17.356098918944
"SRB",1986,NA
"SSD",1986,NA
"SUHH",1986,51.0995221082912
"SVK",1986,NA
"SVN",1986,NA
"SWE",1986,230.276110054285
"SWZ",1986,0
"SYC",1986,9.9373173108152
"SYR",1986,107.771957500116
"TCA",1986,0
"TCD",1986,2.339024729736
"TGO",1986,25.7492692432608
"THA",1986,149.94854544611
"TJK",1986,NA
"TKM",1986,NA
"TON",1986,4.669512364868
"TTO",1986,8.4729272027096
"TUN",1986,110.461467081149
"TUR",1986,588.85101841971
"TWN",1986,140.999768013734
"TZA",1986,35.034148378416
"UGA",1986,27.2848791351552
"UKR",1986,NA
"URY",1986,19.0797568783928
"USA",1986,2928.35892915139
"UZB",1986,NA
"VAT",1986,0.1339024729736
"VCT",1986,0
"VEN",1986,69.2107363244096
"VGB",1986,0
"VNM",1986,37.0141511622512
"WSM",1986,0
"YDYE",1986,6.9373173108152
"YEM",1986,13.0797568783928
"YUCS",1986,305.834408203034
"ZAF",1986,63.8546374054656
"ZMB",1986,17.678049459472
"ZWE",1986,6.669512364868
"AFG",1987,180.716419987937
"AGO",1987,1.32324966361991
"ALB",1987,3.5878995963439
"AND",1987,0.793949798171948
"ANHH",1987,0
"ARE",1987,18.1020739572217
"ARG",1987,170.550039437665
"ARM",1987,NA
"ATG",1987,0
"AUS",1987,279.1038834501
"AUT",1987,3.19092469725792
"AZE",1987,NA
"BDI",1987,1.66162483180996
"BEL",1987,108.376142532362
"BEN",1987,15.1171994617919
"BFA",1987,15.9111492599638
"BGD",1987,8.36672388994571
"BGR",1987,25.7485732844616
"BHR",1987,2.39697489908597
"BHS",1987,9.85254952906788
"BIH",1987,NA
"BLR",1987,NA
"BLZ",1987,0
"BMU",1987,6.26464993272398
"BOL",1987,29.0718229480815
"BRA",1987,725.156683524335
"BRB",1987,1
"BRN",1987,8
"BTN",1987,0
"BWA",1987,3.79394979817195
"CAF",1987,2.39697489908597
"CAN",1987,273.45738412286
"CHE",1987,993.617872221964
"CHL",1987,92.4366445506426
"CHN",1987,752.746485408064
"CIV",1987,39.3667238899457
"CMR",1987,76.7617965016471
"COD",1987,42.4839233517376
"COG",1987,0.92627476453394
"COL",1987,131.625666960516
"COM",1987,0
"CONGO",1987,0
"CPV",1987,5
"CRI",1987,61.6162483180996
"CSHH",1987,388.362919315177
"CSXX",1987,NA
"CUB",1987,4.05859973089593
"CYP",1987,37.9394979817195
"CZE",1987,NA
"DDDE",1987,0.661624831809957
"DEU",1987,2382.13130422679
"DJI",1987,0
"DMA",1987,0
"DNK",1987,63.2627476453394
"DOM",1987,19.8525495290679
"DZA",1987,45.9243724771494
"ECU",1987,27.1757991926878
"EGY",1987,330.234306129077
"ERI",1987,NA
"ESP",1987,696.668955597829
"EST",1987,NA
"ETH",1987,79.9942931378462
"FIN",1987,141.508467498724
"FJI",1987,0
"FRA",1987,665.859880295087
"GAB",1987,1.79394979817195
"GBR",1987,420.873196306779
"GEO",1987,NA
"GHA",1987,39.8506472416833
"GIN",1987,7.11719946179186
"GMB",1987,9.92627476453394
"GNB",1987,0
"GNQ",1987,0.132324966361991
"GRC",1987,653.141558019765
"GRD",1987,0
"GTM",1987,89.4536723425973
"GUAYA",1987,3.92627476453394
"GUM",1987,0.132324966361991
"COMIS",1987,NA
"HKG",1987,49.4971465689231
"HND",1987,13.4990488563077
"HRV",1987,NA
"HTI",1987,11.9848744954299
"HUN",1987,189.016934997448
"IDN",1987,293.353407878254
"IND",1987,226.446063193059
"IRL",1987,124.861968171484
"IRN",1987,564.014939915557
"IRQ",1987,40.143645896163
"ISL",1987,62.3648216025611
"ISPAL",1987,162.361017027792
"ISR",1987,0
"ITA",1987,1550.37196677957
"JAM",1987,1.79394979817195
"JOR",1987,296.325059156498
"JPN",1987,1957.2621908783
"KAZ",1987,NA
"KEN",1987,55.7183222753213
"KGZ",1987,NA
"KHM",1987,0
"KNA",1987,0
"KOR",1987,389.769220062172
"KWT",1987,15.3515983853756
"LAO",1987,0
"LBN",1987,84.3780448197467
"LBR",1987,3.45557462998191
"LBY",1987,30.4101981162715
"LCA",1987,0
"LIE",1987,0
"LKA",1987,21.8222985199276
"LSO",1987,0.529299865447965
"LTU",1987,NA
"LUX",1987,6.52929986544797
"LVA",1987,NA
"MAC",1987,0
"MAR",1987,113.181413260335
"MCO",1987,2.66162483180996
"MDA",1987,NA
"MDG",1987,16.1757991926878
"MDV",1987,1.13232496636199
"MEX",1987,250.591611376606
"MKD",1987,NA
"MLI",1987,33.7050990581358
"MLT",1987,9.72022456270589
"MMR",1987,17.0434742263258
"MNE",1987,NA
"MNG",1987,0.264649932723983
"MOZ",1987,0.132324966361991
"MRT",1987,0.529299865447965
"MSR",1987,0
"MTQ",1987,0
"MUS",1987,6.52929986544797
"MWI",1987,19.9111492599638
"MYS",1987,23.1606736881177
"NAM",1987,4.66162483180996
"NER",1987,75.529299865448
"NGA",1987,27.7882429360182
"NIC",1987,9.0434742263258
"NLD",1987,58.952721198905
"NONAT",1987,552.205957407322
"NOR",1987,212.843038092145
"NPL",1987,24.0434742263258
"NZL",1987,29.6748480489955
"OMN",1987,1.13232496636199
"PAK",1987,66.4234213334571
"PAN",1987,12.6464993272398
"PER",1987,113.436644550643
"PHL",1987,82.8638704588688
"PNG",1987,0.396974899085974
"POL",1987,609.842852503132
"PRI",1987,5.26464993272398
"PRK",1987,3.72022456270589
"PRT",1987,82.9375956943349
"PRY",1987,18.1020739572217
"PSE",1987,NA
"QAT",1987,8.38184939451584
"ROU",1987,345.911056465457
"RUABU",1987,NA
"RUS",1987,NA
"RWA",1987,46.9678467034752
"SAU",1987,137.054795156127
"SDN",1987,107.143645896163
"SEN",1987,31.7636987890317
"SGP",1987,28.2627476453394
"SLB",1987,0
"SLE",1987,26.3667238899457
"SLV",1987,55.1171994617919
"SMR",1987,0.132324966361991
"SOM",1987,15.2929986544797
"SRB",1987,NA
"SSD",1987,NA
"SUHH",1987,57.6388901777015
"SVK",1987,NA
"SVN",1987,NA
"SWE",1987,232.695587621213
"SWZ",1987,0
"SYC",1987,0.92627476453394
"SYR",1987,98.4801187769684
"TCA",1987,0
"TCD",1987,1.32324966361991
"TGO",1987,11.7050990581358
"THA",1987,163.53681622048
"TJK",1987,NA
"TKM",1987,NA
"TON",1987,0.661624831809957
"TTO",1987,6.45557462998191
"TUN",1987,76.2910963670951
"TUR",1987,692.861782582471
"TWN",1987,184.446063193059
"TZA",1987,33.9394979817195
"UGA",1987,17.2343989235837
"UKR",1987,NA
"URY",1987,29.0434742263258
"USA",1987,2700.45102769916
"UZB",1987,NA
"VAT",1987,0.132324966361991
"VCT",1987,0
"VEN",1987,74.9961954252308
"VGB",1987,0
"VNM",1987,39.7901452234028
"WSM",1987,0
"YDYE",1987,3.92627476453394
"YEM",1987,12.0434742263258
"YUCS",1987,303.999907205493
"ZAF",1987,51.7031967707512
"ZMB",1987,13.6464993272398
"ZWE",1987,5.66162483180996
"AFG",1988,122.458202646534
"AGO",1988,4.55599188490601
"ALB",1988,8.53252598850741
"AND",1988,3.7188816145001
"ANHH",1988,0
"ARE",1988,14.2877892571347
"ARG",1988,186.410750462534
"ARM",1988,NA
"ATG",1988,0
"AUS",1988,274.84231650256
"AUT",1988,2.29403414322851
"AZE",1988,NA
"BDI",1988,2.55168663232981
"BEL",1988,132.124805938967
"BEN",1988,15.9382128159566
"BFA",1988,12.5411364936598
"BGD",1988,11.6957468036928
"BGR",1988,29.96834958399
"BHR",1988,1.85944080725005
"BHS",1988,10.866915952848
"BIH",1988,NA
"BLR",1988,NA
"BLZ",1988,0
"BMU",1988,4.523915483355
"BOL",1988,31.2400531903744
"BRA",1988,569
"BRB",1988,0.547381379753606
"BRN",1988,4.37905103802885
"BTN",1988,0
"BWA",1988,4.81364437400731
"CAF",1988,2.40682218700365
"CAN",1988,276.67796032782
"CHE",1988,912
"CHL",1988,93.8412270344593
"CHN",1988,491
"CIV",1988,39.6121971711268
"CMR",1988,80.8820560439432
"COD",1988,35.2972989361999
"COG",1988,2.69655107765596
"COL",1988,130.619246825472
"COM",1988,0
"CONGO",1988,0
"CPV",1988,2.73690689876803
"CRI",1988,61.0966560072825
"CSHH",1988,305.090083798239
"CSXX",1988,NA
"CUB",1988,5.50589019908707
"CYP",1988,53.6102575376092
"CZE",1988,NA
"DDDE",1988,3.09906801208341
"DEU",1988,4153.60178305919
"DJI",1988,0
"DMA",1988,0
"DNK",1988,72.9455466758625
"DOM",1988,18.5302552693985
"DZA",1988,45.9386388014976
"ECU",1988,28.0126795720869
"EGY",1988,332.388752322658
"ERI",1988,NA
"ESP",1988,689
"EST",1988,NA
"ETH",1988,82.6514645127148
"FIN",1988,161.208451288572
"FJI",1988,0
"FRA",1988,737
"GAB",1988,2.07673747523928
"GBR",1988,518.300756646112
"GEO",1988,NA
"GHA",1988,46.4456643601391
"GIN",1988,9.36963625891332
"GMB",1988,7.62298349543842
"GNB",1988,0
"GNQ",1988,0.0724322226630764
"GRC",1988,657
"GRD",1988,0
"GTM",1988,74.6921994393374
"GUAYA",1988,2.69655107765596
"GUM",1988,0.619813602416683
"COMIS",1988,NA
"HKG",1988,53.9155039906903
"HND",1988,17.241992823892
"HRV",1988,NA
"HTI",1988,10.3919667957575
"HUN",1988,281.910680475377
"IDN",1988,331.359183642946
"IND",1988,209.891235131705
"IRL",1988,142.243602683195
"IRN",1988,532
"IRQ",1988,48.7955718869086
"ISL",1988,71.9066572998963
"ISPAL",1988,158.938214127333
"ISR",1988,0
"ITA",1988,1382
"JAM",1988,1.52935609548567
"JOR",1988,291.384825358504
"JPN",1988,2023
"KAZ",1988,NA
"KEN",1988,52.9418086945193
"KGZ",1988,NA
"KHM",1988,0
"KNA",1988,0
"KOR",1988,502.369781973023
"KWT",1988,27.5615273969863
"LAO",1988,0
"LBN",1988,80.1246161390682
"LBR",1988,3.53366134806187
"LBY",1988,30.3305106973054
"LCA",1988,0
"LIE",1988,0
"LKA",1988,20.1558405695372
"LSO",1988,0.289728890652306
"LTU",1988,NA
"LUX",1988,4.66877992868116
"LVA",1988,NA
"MAC",1988,0
"MAR",1988,214.125421724408
"MCO",1988,3.64644939183702
"MDA",1988,NA
"MDG",1988,15.9702892175076
"MDV",1988,1.16719498217029
"MEX",1988,246.645457940728
"MKD",1988,NA
"MLI",1988,28.3024084627392
"MLT",1988,9.15233959092409
"MMR",1988,13.1609500960765
"MNE",1988,NA
"MNG",1988,1.23962720483337
"MOZ",1988,0.619813602416683
"MRT",1988,1.93187302991312
"MSR",1988,0
"MTQ",1988,0
"MUS",1988,4.12139854892755
"MWI",1988,19.6570944304567
"MYS",1988,26.362256013265
"NAM",1988,5.28859353109784
"NER",1988,42.43809513168
"NGA",1988,63.927709557317
"NIC",1988,10.4240431973085
"NLD",1988,65.6598860350563
"NONAT",1988,491.113834888775
"NOR",1988,216.129726976984
"NPL",1988,19.7295266531198
"NZL",1988,36.4965703199212
"OMN",1988,1.16719498217029
"PAK",1988,62.0858688658823
"PAN",1988,11.84889066858
"PER",1988,105.336236009285
"PHL",1988,79.2957852882233
"PNG",1988,0.764678047742835
"POL",1988,864.776560397037
"PRI",1988,2.88177134409418
"PRK",1988,7.51019545166327
"PRT",1988,76.5992342105673
"PRY",1988,21.4037471939316
"PSE",1988,NA
"QAT",1988,6.23021242571783
"ROU",1988,345.348964589867
"RUABU",1988,NA
"RUS",1988,NA
"RWA",1988,49.7941054417628
"SAU",1988,107.316744279871
"SDN",1988,101.344184343255
"SEN",1988,26.1449593452758
"SGP",1988,31.3445618145884
"SLB",1988,0
"SLE",1988,21.5486116392577
"SLV",1988,38.9282307656081
"SMR",1988,0.0724322226630764
"SOM",1988,20.4134930586385
"SRB",1988,NA
"SSD",1988,NA
"SUHH",1988,177.153902247396
"SVK",1988,NA
"SVN",1988,NA
"SWE",1988,257.650000196034
"SWZ",1988,0
"SYC",1988,1.60178831814875
"SYR",1988,109.739084029304
"TCA",1988,0
"TCD",1988,5.65075464441322
"TGO",1988,15.1652553486527
"THA",1988,165.055638509276
"TJK",1988,NA
"TKM",1988,NA
"TON",1988,1.45692387282259
"TTO",1988,7.36533100633712
"TUN",1988,76.7927338965666
"TUR",1988,753
"TWN",1988,241.091973777661
"TZA",1988,41.0204858032762
"UGA",1988,17.6445097583194
"UKR",1988,NA
"URY",1988,23.0138149316414
"USA",1988,1871
"UZB",1988,NA
"VAT",1988,0.619813602416683
"VCT",1988,0
"VEN",1988,82.1051244096544
"VGB",1988,0
"VNM",1988,55.7180301377062
"WSM",1988,0
"YDYE",1988,5.43345797642399
"YEM",1988,7.13975491878682
"YUCS",1988,341.565930172265
"ZAF",1988,60.0494872117551
"ZMB",1988,16.2279417066089
"ZWE",1988,5.28859353109784
"AFG",1989,43
"AGO",1989,7
"ALB",1989,12
"AND",1989,6
"ANHH",1989,0
"ARE",1989,8
"ARG",1989,170
"ARM",1989,NA
"ATG",1989,0
"AUS",1989,223
"AUT",1989,1
"AZE",1989,NA
"BDI",1989,3
"BEL",1989,133
"BEN",1989,14
"BFA",1989,7
"BGD",1989,13
"BGR",1989,29
"BHR",1989,1
"BHS",1989,10
"BIH",1989,NA
"BLR",1989,NA
"BLZ",1989,0
"BMU",1989,2
"BOL",1989,28
"BRA",1989,751
"BRB",1989,0
"BRN",1989,0
"BTN",1989,0
"BWA",1989,5
"CAF",1989,2
"CAN",1989,232
"CHE",1989,892
"CHL",1989,79
"CHN",1989,786
"CIV",1989,33
"CMR",1989,71
"COD",1989,22
"COG",1989,4
"COL",1989,107
"COM",1989,0
"CONGO",1989,0
"CPV",1989,0
"CRI",1989,50
"CSHH",1989,169
"CSXX",1989,NA
"CUB",1989,6
"CYP",1989,60
"CZE",1989,NA
"DDDE",1989,5
"DEU",1989,5206
"DJI",1989,0
"DMA",1989,0
"DNK",1989,70
"DOM",1989,14
"DZA",1989,38
"ECU",1989,24
"EGY",1989,277
"ERI",1989,NA
"ESP",1989,846
"EST",1989,NA
"ETH",1989,71
"FIN",1989,153
"FJI",1989,0
"FRA",1989,816
"GAB",1989,2
"GBR",1989,526
"GEO",1989,NA
"GHA",1989,45
"GIN",1989,10
"GMB",1989,4
"GNB",1989,0
"GNQ",1989,0
"GRC",1989,828
"GRD",1989,0
"GTM",1989,47
"GUAYA",1989,1
"GUM",1989,1
"COMIS",1989,NA
"HKG",1989,49
"HND",1989,18
"HRV",1989,NA
"HTI",1989,7
"HUN",1989,326
"IDN",1989,312
"IND",1989,157
"IRL",1989,135
"IRN",1989,502
"IRQ",1989,49
"ISL",1989,69
"ISPAL",1989,128
"ISR",1989,0
"ITA",1989,1336
"JAM",1989,1
"JOR",1989,236
"JPN",1989,2053
"KAZ",1989,NA
"KEN",1989,41
"KGZ",1989,NA
"KHM",1989,0
"KNA",1989,0
"KOR",1989,528
"KWT",1989,35
"LAO",1989,0
"LBN",1989,62
"LBR",1989,3
"LBY",1989,25
"LCA",1989,0
"LIE",1989,0
"LKA",1989,15
"LSO",1989,0
"LTU",1989,NA
"LUX",1989,2
"LVA",1989,NA
"MAC",1989,0
"MAR",1989,278
"MCO",1989,4
"MDA",1989,NA
"MDG",1989,13
"MDV",1989,1
"MEX",1989,200
"MKD",1989,NA
"MLI",1989,18
"MLT",1989,7
"MMR",1989,7
"MNE",1989,NA
"MNG",1989,2
"MOZ",1989,1
"MRT",1989,3
"MSR",1989,0
"MTQ",1989,0
"MUS",1989,1
"MWI",1989,16
"MYS",1989,25
"NAM",1989,5
"NER",1989,2
"NGA",1989,89
"NIC",1989,10
"NLD",1989,61
"NONAT",1989,345
"NOR",1989,182
"NPL",1989,12
"NZL",1989,37
"OMN",1989,1
"PAK",1989,47
"PAN",1989,9
"PER",1989,79
"PHL",1989,62
"PNG",1989,1
"POL",1989,970
"PRI",1989,0
"PRK",1989,10
"PRT",1989,57
"PRY",1989,21
"PSE",1989,NA
"QAT",1989,3
"ROU",1989,285
"RUABU",1989,NA
"RUS",1989,NA
"RWA",1989,44
"SAU",1989,59
"SDN",1989,78
"SEN",1989,16
"SGP",1989,29
"SLB",1989,0
"SLE",1989,13
"SLV",1989,16
"SMR",1989,0
"SOM",1989,22
"SRB",1989,NA
"SSD",1989,NA
"SUHH",1989,266
"SVK",1989,NA
"SVN",1989,NA
"SWE",1989,238
"SWZ",1989,0
"SYC",1989,2
"SYR",1989,102
"TCA",1989,0
"TCD",1989,9
"TGO",1989,16
"THA",1989,138
"TJK",1989,NA
"TKM",1989,NA
"TON",1989,2
"TTO",1989,7
"TUN",1989,64
"TUR",1989,805
"TWN",1989,256
"TZA",1989,41
"UGA",1989,15
"UKR",1989,NA
"URY",1989,13
"USA",1989,2055
"UZB",1989,NA
"VAT",1989,1
"VCT",1989,0
"VEN",1989,75
"VGB",1989,0
"VNM",1989,62
"WSM",1989,0
"YDYE",1989,6
"YEM",1989,1
"YUCS",1989,320
"ZAF",1989,58
"ZMB",1989,16
"ZWE",1989,4
"AFG",1990,28
"AGO",1990,30
"ALB",1990,33
"AND",1990,4
"ANHH",1990,1
"ARE",1990,3
"ARG",1990,183
"ARM",1990,NA
"ATG",1990,0
"AUS",1990,181
"AUT",1990,2
"AZE",1990,NA
"BDI",1990,4
"BEL",1990,168
"BEN",1990,8
"BFA",1990,10
"BGD",1990,10
"BGR",1990,60
"BHR",1990,3
"BHS",1990,0
"BIH",1990,NA
"BLR",1990,NA
"BLZ",1990,0
"BMU",1990,2
"BOL",1990,32
"BRA",1990,803
"BRB",1990,5
"BRN",1990,0
"BTN",1990,0
"BWA",1990,0
"CAF",1990,1
"CAN",1990,269
"CHE",1990,968
"CHL",1990,106
"CHN",1990,683
"CIV",1990,38
"CMR",1990,93
"COD",1990,22
"COG",1990,9
"COL",1990,111
"COM",1990,0
"CONGO",1990,0
"CPV",1990,0
"CRI",1990,60
"CSHH",1990,189
"CSXX",1990,NA
"CUB",1990,9
"CYP",1990,53
"CZE",1990,NA
"DDDE",1990,0
"DEU",1990,2990
"DJI",1990,0
"DMA",1990,0
"DNK",1990,84
"DOM",1990,15
"DZA",1990,33
"ECU",1990,32
"EGY",1990,217
"ERI",1990,NA
"ESP",1990,885
"EST",1990,NA
"ETH",1990,50
"FIN",1990,207
"FJI",1990,1
"FRA",1990,1070
"GAB",1990,5
"GBR",1990,626
"GEO",1990,NA
"GHA",1990,35
"GIN",1990,8
"GMB",1990,0
"GNB",1990,0
"GNQ",1990,0
"GRC",1990,949
"GRD",1990,0
"GTM",1990,34
"GUAYA",1990,1
"GUM",1990,0
"COMIS",1990,NA
"HKG",1990,65
"HND",1990,18
"HRV",1990,NA
"HTI",1990,14
"HUN",1990,408
"IDN",1990,287
"IND",1990,152
"IRL",1990,169
"IRN",1990,304
"IRQ",1990,49
"ISL",1990,83
"ISPAL",1990,128
"ISR",1990,0
"ITA",1990,1486
"JAM",1990,5
"JOR",1990,106
"JPN",1990,2394
"KAZ",1990,NA
"KEN",1990,31
"KGZ",1990,NA
"KHM",1990,0
"KNA",1990,0
"KOR",1990,664
"KWT",1990,17
"LAO",1990,0
"LBN",1990,62
"LBR",1990,1
"LBY",1990,102
"LCA",1990,0
"LIE",1990,0
"LKA",1990,26
"LSO",1990,0
"LTU",1990,NA
"LUX",1990,4
"LVA",1990,NA
"MAC",1990,0
"MAR",1990,66
"MCO",1990,4
"MDA",1990,NA
"MDG",1990,21
"MDV",1990,0
"MEX",1990,227
"MKD",1990,NA
"MLI",1990,27
"MLT",1990,4
"MMR",1990,7
"MNE",1990,NA
"MNG",1990,1
"MOZ",1990,0
"MRT",1990,4
"MSR",1990,0
"MTQ",1990,0
"MUS",1990,0
"MWI",1990,4
"MYS",1990,23
"NAM",1990,5
"NER",1990,3
"NGA",1990,88
"NIC",1990,15
"NLD",1990,61
"NONAT",1990,102
"NOR",1990,208
"NPL",1990,16
"NZL",1990,32
"OMN",1990,4
"PAK",1990,26
"PAN",1990,17
"PER",1990,133
"PHL",1990,89
"PNG",1990,5
"POL",1990,864
"PRI",1990,1
"PRK",1990,7
"PRT",1990,89
"PRY",1990,29
"PSE",1990,NA
"QAT",1990,9
"ROU",1990,375
"RUABU",1990,NA
"RUS",1990,NA
"RWA",1990,8
"SAU",1990,91
"SDN",1990,64
"SEN",1990,7
"SGP",1990,32
"SLB",1990,0
"SLE",1990,14
"SLV",1990,15
"SMR",1990,1
"SOM",1990,132
"SRB",1990,NA
"SSD",1990,NA
"SUHH",1990,466
"SVK",1990,NA
"SVN",1990,NA
"SWE",1990,315
"SWZ",1990,0
"SYC",1990,1
"SYR",1990,97
"TCA",1990,0
"TCD",1990,4
"TGO",1990,9
"THA",1990,167
"TJK",1990,NA
"TKM",1990,NA
"TON",1990,0
"TTO",1990,4
"TUN",1990,50
"TUR",1990,912
"TWN",1990,317
"TZA",1990,23
"UGA",1990,8
"UKR",1990,NA
"URY",1990,26
"USA",1990,2290
"UZB",1990,NA
"VAT",1990,0
"VCT",1990,0
"VEN",1990,83
"VGB",1990,0
"VNM",1990,48
"WSM",1990,0
"YDYE",1990,NA
"YEM",1990,13
"YUCS",1990,330
"ZAF",1990,67
"ZMB",1990,7
"ZWE",1990,6
"AFG",1991,85
"AGO",1991,20
"ALB",1991,32
"AND",1991,34
"ANHH",1991,1
"ARE",1991,21
"ARG",1991,169
"ARM",1991,NA
"ATG",1991,0
"AUS",1991,206
"AUT",1991,9
"AZE",1991,NA
"BDI",1991,11
"BEL",1991,156
"BEN",1991,12
"BFA",1991,12
"BGD",1991,10
"BGR",1991,89
"BHR",1991,5
"BHS",1991,0
"BIH",1991,NA
"BLR",1991,NA
"BLZ",1991,0
"BMU",1991,0
"BOL",1991,47
"BRA",1991,850
"BRB",1991,0
"BRN",1991,4
"BTN",1991,0
"BWA",1991,0
